insee,LFI_votes,EELV_votes,RE_coal_votes,BE_coal_votes,LR_votes,FF_coal_votes,RN_votes,others_votes,median_income,unemployment_ratio,pop_0_14,pop_15_29,pop_30_44,pop_45_59,pop_60_74,pop_75_89,pop_90,Facebook_srca,Instagram_srca,LinkedIn_srca,SnapChat_srca,Twitter_srca,Twitch_srca,TikTok_srca,NewsPaper_srca,Sports News_srca,DailyMotion_srca,NewsMag_srca,Google News_srca,TV5MONDE_srca,WhatsApp_srca,Apple iMessage_srca,Signal_srca,Discord_srca,Telegram_srca,Youtube_srca,Spotify_srca,CanalPlus_srca,Netflix_srca,Apple Music_srca,Disney+_srca,Apple Video_srca,Molotov TV_srca,Pluto TV_srca
01004,13.62,4.79,12.43,10.84,6.49,5.85,34.54,11.459999999999999,6.864113082642213,3.5645102509688025,4.713076296315547,6.42350530689256,5.116373922854335,5.6274671113467605,2.9384434611554338,2.197899240592858,1.1177451810631585,-1.2944526934648062,0.6082605565288638,-0.5273649503797507,0.15615792007082013,-0.48553495318536166,-0.0764456980622062,0.6251978986485985,-0.5808277674382066,-0.0078281482923971,-0.14542229425244593,0.9010163784585248,-1.3336248280329452,-3.421818529987562,-0.3124025413665255,1.0680568367951389,-0.5893921407097769,-0.4304815679329985,0.5009055011176151,0.5838563905041947,-0.64980302078149,-0.5992569999519733,-0.21573680328881906,-0.89216710718261,-0.17536588091245778,-0.8762891242320744,-0.5328697907745972,-0.6539797572104011
01008,6.59,4.19,11.98,11.68,5.99,5.39,43.11,11.09,8.334541739311645,1.7865232204032846,4.459330830624286,5.257417962133702,5.777041554983447,7.739436618908257,2.912234861979812,1.2751597759970696,0.3586142898268654,-2.394517262857361,-2.1452977046757664,-1.1433007624051308,-1.6576169692718103,-0.9383379650863628,-0.7579197185401109,-1.1897245831912093,-0.9932788807170235,-0.9396703124554007,-0.8958727515366459,-1.2690434152265324,-0.5902014248159179,-3.421818529987562,-1.6541083771044496,-1.2966831531233074,0.8414074106090415,-0.1919771735511563,0.8949637297692591,-1.1101024704478253,-1.4597322931684213,0.6224792043266554,1.6220133907810235,-0.4930175411283818,-0.5902275457479537,0.5788278444269777,-1.130794698440083,1.0412582519450038
01014,13.69,1.83,10.85,12.88,6.9,5.98,38.74,9.120000000000001,7.101790128440074,2.8080599057000972,4.475730073986216,4.717371228072177,4.886712900639855,6.6069360286578664,3.55540394496713,2.4189472494739364,1.3037579879485373,-1.2882106672592355,-0.1478287875422155,0.22427841523179395,0.5928179379218774,-0.8977171853108576,-0.1265008542549223,0.3655505180745236,-1.0521793147052203,-0.23810723562979802,-1.3113010396369038,-0.9945447323778428,-1.8581537205555458,-3.421818529987562,0.6654882605206784,-0.5774356587033183,-1.6391088165534697,-0.878216175860586,-0.19003407835006209,-0.11900684052508194,-1.8947961232829085,-0.2657971663132316,-0.4426868190779925,-0.30356403386544284,-0.7237439528342083,-0.2674166624822879,-0.8946590960291562,-1.034922516691329
01030,9.46,3.72,10.14,16.22,7.43,2.7,40.54,9.799999999999999,7.681722120186854,2.236513427467561,4.733795205502924,5.096889755101563,5.938992011802214,6.92669724237379,2.9472577081328457,1.5216808704555649,0.6647255029153987,-0.8317537743988026,0.3457268782874345,1.601758652463996,0.9390740601786511,-0.6160453011964742,-0.27102134224183466,0.3741150263578926,-0.8499898831652374,-0.7332988847862979,0.48231816076059875,-0.27292977278178643,-1.754063968502529,-3.421818529987562,-0.7444952629369378,-1.221312538248324,0.8771884706183464,0.926893869755094,0.7356445052558481,-1.0356448529758862,-0.8594569593995477,-1.0186807982004136,-0.7782865653945906,0.49604730038133926,-0.9652467273712616,-1.2785121859041293,-1.592604774550618,-1.4405874518215538
01031,15.06,3.62,7.13,12.57,6.68,6.23,38.84,9.85,6.512351054861379,3.3882354942527013,4.467067181912672,6.389126709345671,4.815609564501921,5.704749327834625,3.2892850496290906,2.379995428514536,0.6484106292974667,-1.6802201337325537,-0.3198190580698086,0.4364518068528879,1.2251691117535626,-0.22499798310377475,0.05787110692201904,1.1379335423565777,-1.5830159641832322,0.49012380277297274,-1.2774068337027946,-1.0777744257482167,-1.858152081508369,-3.421818529987562,0.4377646743250699,0.012996110042439215,-1.3709369861876624,-0.17541564513012461,0.3986886608295439,0.9401401693406254,-2.145805070638014,-0.8348599989700224,-1.37299110169828,-1.3875272692934364,-1.0353444456954384,-1.4877779438533518,-1.9025331057795456,-0.8985446389448992
01033,15.36,4.54,10.7,10.68,5.12,7.18,34.68,11.76,7.535946865430833,4.0475491493673115,5.010475667880192,5.314429832405754,5.726761109727663,6.385800438426551,2.7377612676750687,1.9520456349520654,0.8702878334152709,-1.5532802901530955,0.23189788242796885,-0.039921492395715553,0.8814025215765151,0.30928103216560693,-0.40768785450108974,0.5707425781994327,-1.2272667082468498,-0.8143755606794015,-1.2399088625232195,-0.4811846965028469,-0.7991381113473117,1.8087719351938911,1.4087562961632414,-1.0403599575130238,-0.30959146705041973,0.5145474134945321,0.8178022334580018,0.36794188133430084,0.3374460930499792,-0.6289020729735182,-0.5627173740002283,0.3573876588147732,0.01004141544903983,-0.6099012800465526,-0.7564878128367268,-0.9273709735844089
01034,10.42,4.41,12.08,14.09,7.37,6.48,34.45,10.68,6.711999773331582,3.0371226584143693,4.1611579956788125,5.013660741707079,4.397601524715823,6.026320453371702,3.5598040692919386,3.163716855268254,2.3913205792276426,-0.35171424566349196,0.4629496837998028,-0.10705066141374105,-0.07920670292154149,-0.04127204073272585,-0.1916883958185869,0.8783176017617166,-0.5085291256266733,-0.0010725381975507976,0.22400023964974872,-1.0229607260108713,-0.040088872992385054,-3.421818529987562,0.08189456266890376,-0.5019647346710172,-0.9218152837715359,-0.09621544085147377,0.3684575076577875,0.1572827223216437,-0.9813585764069362,-0.9378000254953731,0.10411473560349715,-0.446695111456921,-0.5898914159542792,-1.148313771616924,-1.7342176943823182,-1.9053202384719203
01041,9.61,5.71,10.21,9.01,5.11,5.71,38.44,16.21,7.970103602421591,2.502849640838017,4.461418117262502,4.770170734905557,5.252342868197105,7.581499644650238,2.9303642598516793,2.094248433303858,1.2107012091161067,-1.1103229549901128,-0.14044772386186358,-0.6694139320840439,-0.30969557211879084,-0.7726676494237785,0.1478007454917457,0.04159397160836433,-0.4678507978228011,-0.13007617142185415,-0.35373798525347216,-1.3488246784395688,-1.797325480134723,-3.421818529987562,-0.40036317406626537,1.3241537086532305,-0.8006052392955305,-1.0049859866645305,0.3856541371592388,0.5991081797619319,-0.6016215970004188,-0.8717050130197134,-0.0012647191093734824,-0.44198427163023346,0.186470921710516,-0.40436627263746705,-0.7774452085217957,-0.23135394630479084
01043,9.05,5.93,13.56,16.99,9.59,4.73,30.64,9.49,9.104615367696713,1.8121690888522122,4.851404318163555,4.713610349688621,5.010216462453953,7.280736824372711,2.976194652371428,2.319140272438458,0.6983157611882793,-2.097903357631888,0.054387595081944004,1.1772387446700452,0.12138304649338627,0.41186446345116134,-0.8228134121654093,-0.8582364988080984,-0.5128808660247485,0.9537684576611858,0.5773954850789697,0.9757891841465708,-1.8581527326835308,-3.421818529987562,0.3764359356581922,0.5117074300139278,0.8726709621494408,0.582117290890939,0.5574408553294568,-0.7298704133812233,0.19243606713484257,0.09702482336465496,-0.39172588672973463,-0.391137673550528,0.2764608407485934,0.5116008074942964,-0.6772698654134771,-1.6421025677689638
01049,8.88,4.25,12.29,13.35,7.51,5.08,38.24,10.39,8.486655048622275,2.221744101399898,5.420220087140039,4.666327641468949,5.666713368048478,6.689334326289166,2.7818822020081644,1.8924599954429961,0.6081580162065584,-1.995999435022769,0.20928863663359779,0.5744248066490222,0.2626669500960515,0.026897241433586683,-0.3666238152013576,-0.7465178735385742,-1.285744888901158,0.18909855930688485,-0.5278570615310768,-0.371267316756403,-1.8422439041735268,-2.8495430026242317,-0.49045376265553364,0.5041643429667817,-1.1922631041193028,0.2211735780902024,-0.07644128761912951,-1.141162811371324,-0.34087513556239046,-0.35198712406531385,1.3586788096833633,-0.20673401083198897,-0.11167491829027892,-1.5301077866552772,-0.3344854006120572,-0.4663725605102912
