insee,LFI_votes,EELV_votes,RE_coal_votes,BE_coal_votes,LR_votes,FF_coal_votes,RN_votes,others_votes,median_income,unemployment_ratio,pop_0_14,pop_15_29,pop_30_44,pop_45_59,pop_60_74,pop_75_89,pop_90,Facebook_srca,Instagram_srca,LinkedIn_srca,SnapChat_srca,Twitter_srca,Twitch_srca,TikTok_srca,NewsPaper_srca,Sports News_srca,DailyMotion_srca,NewsMag_srca,Google News_srca,TV5MONDE_srca,WhatsApp_srca,Apple iMessage_srca,Signal_srca,Discord_srca,Telegram_srca,Youtube_srca,Spotify_srca,CanalPlus_srca,Netflix_srca,Apple Music_srca,Disney+_srca,Apple Video_srca,Molotov TV_srca,Pluto TV_srca
01004,13.62,4.79,12.43,10.84,6.49,5.85,34.54,11.459999999999999,6.864113082642213,3.5645102509688025,4.713076296315547,6.42350530689256,5.116373922854335,5.6274671113467605,2.9384434611554338,2.197899240592858,1.1177451810631585,-1.1406722588785414,0.5956674170589481,-0.49176454542096276,0.1535647283664057,-0.4152932435162116,-0.08178119012340132,0.6571056087563533,-0.8689611839034183,0.21968844099034396,0.11322059668459711,-1.2746093401252194,-1.8198406992640888,-4.610415093103691,-0.33100497909961885,1.4485315501788791,-1.1918847946158846,-0.20181070720036856,0.4683616998397268,0.36401436060178016,-0.6058275852945068,-0.5259758715021529,-0.08901605703876837,-0.417834558412418,-0.07678066194003827,-0.3315059833531339,-0.11287081535323362,-1.6070720528309272
01008,6.59,4.19,11.98,11.68,5.99,5.39,43.11,11.09,8.334541739311645,1.7865232204032846,4.459330830624286,5.257417962133702,5.777041554983447,7.739436618908257,2.912234861979812,1.2751597759970696,0.3586142898268654,-2.391039479209704,-2.1778958855380193,-1.2779544341260825,-1.8335833489013105,-0.8258137465110061,-1.112447682854758,-1.0241656133295989,-1.242861179231831,-0.6053852298354886,-1.1810612632382256,-0.9056047579528093,0.10089144308801454,-4.610415093103691,-1.7366838759257268,-0.857143152710921,-1.7729890501549288,-0.6492654625864974,0.5988475922476515,-1.0169638402702894,-1.2866092663402788,0.21890229257933674,1.7881889738183858,-0.2953416274490534,-0.7228147104971895,-1.9067954687623203,-0.9144970573449646,-1.7754107209455103
01014,13.69,1.83,10.85,12.88,6.9,5.98,38.74,9.120000000000001,7.101790128440074,2.8080599057000972,4.475730073986216,4.717371228072177,4.886712900639855,6.6069360286578664,3.55540394496713,2.4189472494739364,1.3037579879485373,-1.5770346946662717,-0.24306712555424886,0.23455838930637732,0.2743228210121328,-0.8213765168315207,-1.0346203408849228,-0.012315393265951002,-1.0174307792879727,-0.24664099194734573,-1.3673445862208315,-0.8818803299947153,-1.8745528626712757,-4.610415093103691,0.6783139719351792,-0.08629191196728753,-1.4700434090478511,-0.6172755193800922,-0.21581711685246097,-0.4025749123780395,-1.8550651157606477,-0.4868820440194025,-0.9003933193770737,-0.5136624472510493,-0.6579098509234031,0.14317251856955837,-1.13488145060428,-1.4621148505287838
01030,9.46,3.72,10.14,16.22,7.43,2.7,40.54,9.799999999999999,7.681722120186854,2.236513427467561,4.733795205502924,5.096889755101563,5.938992011802214,6.92669724237379,2.9472577081328457,1.5216808704555649,0.6647255029153987,-0.7926022960291856,0.4399078652790454,1.5522561324422148,0.9582322210220077,-1.2163337170902186,-0.5729435245740995,0.4242249343773504,-1.0820723674907782,-0.8332666646145276,0.30562336967111964,0.0985667193653173,-1.8408184039407112,-4.610415093103691,-0.7032682206184719,-1.0105850325415435,1.143787984687702,0.8428966511822575,0.9643091505511147,-1.1363057342814193,-1.0491878310072966,-0.5046558607838862,-0.7087587864526976,-0.6084288243880503,-1.2698014478469335,-1.0098220273061709,-1.129290395705699,-1.3188320048573305
01031,15.06,3.62,7.13,12.57,6.68,6.23,38.84,9.85,6.512351054861379,3.3882354942527013,4.467067181912672,6.389126709345671,4.815609564501921,5.704749327834625,3.2892850496290906,2.379995428514536,0.6484106292974667,-1.6167152439871946,-0.35154633547204533,0.4128766384962749,1.1453516062822924,-0.3406941671953566,-0.3644906791175216,1.0670429890973498,-1.9025760263756166,-0.2275093653771797,-0.7576518192174184,-0.4603072702459854,-1.8745516806656866,-4.610415093103691,0.46876966598002,-1.2275180431723536,-0.9499100177223359,0.09640616725378313,0.9353113483745256,0.6490367637468165,-2.150454260989244,-0.7700210161098067,-0.8453527359277849,-0.5152789489428075,-0.701193041642901,-1.533837597628594,-1.895773855285167,-1.8750845860832797
01033,15.36,4.54,10.7,10.68,5.12,7.18,34.68,11.76,7.535946865430833,4.0475491493673115,5.010475667880192,5.314429832405754,5.726761109727663,6.385800438426551,2.7377612676750687,1.9520456349520654,0.8702878334152709,-1.5859248650327238,0.19086282663660703,-0.08876589705680722,0.7333390761988042,0.16044143677705963,-0.31274917504469474,0.48755032392202885,-1.4464678473473322,-0.5364437285604703,-1.7032710485985774,-1.1380504978908326,-0.6319769720441177,-4.6104016818915055,1.4088025249551006,-0.5054840137248028,-0.4890895106255232,-0.5739823268392217,0.8898279059951982,0.3726623811269222,0.3009327388684881,-0.7176022332540227,-0.5020679646168211,0.1724849141499299,-0.09671592199742846,-1.297292708566276,-0.524923067140532,-0.09239166775649016
01034,10.42,4.41,12.08,14.09,7.37,6.48,34.45,10.68,6.711999773331582,3.0371226584143693,4.1611579956788125,5.013660741707079,4.397601524715823,6.026320453371702,3.5598040692919386,3.163716855268254,2.3913205792276426,-0.7650767749157668,0.20388410510299818,0.148401567289526,-0.3126949685634507,-0.012764213996035383,-0.6991711430872276,0.7965097985440702,-0.4498808488237454,0.008176850702623863,0.33581733743717074,-1.1200659341923174,-0.0553025111528157,-4.610415093103691,-0.09656179137947864,0.17012471714325075,-0.8059111183726976,-0.47171749069433433,0.14705814860148614,-0.07227795864508323,-1.113944920764349,-0.9091515745548364,0.5348690351456656,-0.18353063557406812,-0.27572343802526955,-1.233478696611356,-1.5906301898762314,-1.974701161430365
01041,9.61,5.71,10.21,9.01,5.11,5.71,38.44,16.21,7.970103602421591,2.502849640838017,4.461418117262502,4.770170734905557,5.252342868197105,7.581499644650238,2.9303642598516793,2.094248433303858,1.2107012091161067,-1.2917649156799293,-0.11365492288137134,-0.8162759266644556,-0.3150909333676503,-1.0795325699282237,-0.31673717666584444,-0.17916859654816444,-0.3940680012928589,0.25825076850164147,-0.01830924089671784,-1.5308542676639079,-1.8745501939155311,-4.610415093103691,-0.48733882129369055,1.6327473805155541,-1.301239856450561,-0.8672290421641392,0.2114989315788109,0.535615203344536,-0.5133941621150876,-0.4782804952755496,0.07789585830996613,-0.516201648921178,0.14595629778300698,0.14076028044611225,-0.5795165839554055,-1.6934591606658354
01043,9.05,5.93,13.56,16.99,9.59,4.73,30.64,9.49,9.104615367696713,1.8121690888522122,4.851404318163555,4.713610349688621,5.010216462453953,7.280736824372711,2.976194652371428,2.319140272438458,0.6983157611882793,-1.8381847799429394,-0.23168569479659626,1.13752846952975,-0.08986095521734355,0.4278084699434295,-0.5574146203642218,-1.0244690806031194,-0.38963880724391764,0.9749016424076009,0.3070462311342551,1.238646017764824,-1.874552168422436,-4.610415093103691,0.2810675510510509,-1.4593709817873126,1.0075596680324816,0.7067644644686383,0.7751163699853858,-0.9169342306560975,0.07782232878149141,-0.6232163530723315,0.12147836792222329,-0.4217859169293784,0.20343263182147542,1.1807938505475655,-0.8697527484459702,-1.850973529228615
01049,8.88,4.25,12.29,13.35,7.51,5.08,38.24,10.39,8.486655048622275,2.221744101399898,5.420220087140039,4.666327641468949,5.666713368048478,6.689334326289166,2.7818822020081644,1.8924599954429961,0.6081580162065584,-1.3235010843029757,0.3001831255043854,0.770499380274102,-0.2513710186803141,-0.5333190221789338,0.3775518537768764,-0.8134169806530954,-1.1949999980604709,0.3523262848601901,-0.6697857940924983,0.17881445457167566,-1.8713140903786487,-4.610354474737581,-0.32251504755897575,1.1179836048208278,-1.314097186971043,-0.019438950183458703,0.12213977585029992,-0.8040497775582082,-0.7528746015094839,-0.08537610783860351,1.3735090423946519,0.032567845586768195,-0.4050609547916648,-1.7783028751545786,-0.07352777422403714,-1.103093085093497
