insee,LFI_votes,EELV_votes,EdE_coal_votes,Ren_coal_votes,LR-LC_votes,RN_votes,others_votes,median_income,unemployment_ratio,pop_0_14,pop_15_29,pop_30_44,pop_45_59,pop_60_74,pop_75_89,pop_90,Facebook_srca,Instagram_srca,LinkedIn_srca,SnapChat_srca,Twitter_srca,Twitch_srca,NewsPaper_srca,Sports News_srca,DailyMotion_srca,NewsMag_srca,Google News_srca,TV5MONDE_srca,WhatsApp_srca,Apple iMessage_srca,Telegram_srca,Youtube_srca,Spotify_srca,CanalPlus_srca,Netflix_srca,Apple Music_srca,Apple Video_srca,Molotov TV_srca
01004,7.76,11.91,5.82,18.36,9.3,25.97,20.9,6.7866965323042665,3.6876145378677774,4.621283600246421,6.835007355898617,5.330696886115473,5.2395127403317,2.8671048267044115,2.0698108133874302,1.2638368134060163,-0.8608879266807781,1.4318137019575443,-0.22919827663069503,0.7393041670460454,-0.03455959166248527,-0.07804341105922866,-0.8895171921837305,0.1278476924982129,-0.6406484340114984,-0.3672268041072493,0.8029044572374644,-2.4272337860086264,-0.32431564008144964,0.675352900720306,-0.030997994477846475,-0.07386559597790565,-0.2122114634151424,-1.6989944635209417,0.21683109286359897,0.11637236268476706,-0.6701584246256297,-1.430851296140913
01008,5.47,16.72,6.75,17.36,8.68,23.79,21.2,8.421327486452636,1.7038245398485221,4.454938449036495,5.353467032365208,5.765855343447875,7.520255234949932,2.9464669037340583,1.2367766523102959,0.36696749921166966,-0.7964233854938102,-0.07212896391132805,-0.33854756713967676,-0.669251737088532,-0.688548795414983,-0.5234454561578791,-0.13155926724422443,-0.04707274182045023,-0.5797099680605219,-0.08198263624183279,-0.36588302760086305,-2.427113176064,-0.7130287149153292,0.7767918832619729,0.27401616052921274,-0.16119792472334485,-0.17670483446830224,-1.6989944635209417,0.07829759475395741,-0.10386536306819198,-1.560566012850324,0.27500564221680895
01014,6.81,11.78,4.62,21.13,10.85,26.79,18.0,7.10104863887126,3.3257093327904523,4.567904147816928,4.510529564208883,5.087891786236936,6.4241535041146145,4.007240330703095,1.772889523906781,1.2216635991419762,-0.5592475190579018,1.1515285111627909,0.6759552460658873,0.70568153879002,-0.48762798236948374,-1.2286677162301722,-0.585705925171474,2.038421693703118,0.06975558486436885,-0.18209794942932367,-0.8419088317615083,-2.4272474747462622,0.9216803349587604,-0.2544446505814848,-1.506544252814202,-0.49514923802020416,1.3075515305937284,-1.698988654304296,-0.8058451895514835,0.05992432236552062,-0.16354964653246526,-1.7257867336458366
01030,2.05,15.57,3.28,19.67,15.98,29.92,13.530000000000001,7.607320978921262,2.123487166816772,4.920359674466891,5.188874388991555,5.99157525343361,6.6493445886538005,2.8794501976020945,1.4196681582695594,0.6624747139065904,-0.6959519443429791,0.020042508255307682,1.505024657982255,-0.9598528789809937,-1.274257039551882,0.02463918574911697,-0.5533576744928967,0.654760032494509,-0.11997936226029969,0.9292381999616455,-0.8939993551572516,-2.4268724316986052,-0.15754189242741867,0.012710177864007867,0.565833522201291,-2.376303271711363,-0.5302554659720393,-1.6989944635209417,-0.27169676259617703,-0.11666912251469738,-0.8395939400618698,-1.579316394059805
01031,6.34,8.02,2.98,19.28,14.36,29.62,19.41,6.475653395280083,3.539279735411803,5.02310197061835,5.878856017155635,5.340024446331129,5.646080966784971,3.2472379904944573,1.7299629279358726,0.6771809180603665,-0.5144753520944143,1.7566781192208694,0.8845853454257907,1.0221689121967192,0.16400548588624572,0.26582616334115433,-0.5260038030466359,1.5287214106846692,-0.3054122775410639,-0.6670393332870233,-0.6581472364552114,-2.4271920033925674,0.4259521890822155,-1.023956978079538,0.8755072220958253,-0.6500715372219195,-0.11293237310088793,-1.6989944635209417,-0.279618948613535,0.12559487262973687,-1.391455117960685,-1.7908846300266632
01033,6.49,13.71,5.15,19.95,9.09,26.27,19.35,7.425327654066686,3.9158588321626495,4.9511716807463575,5.613162407413925,5.642752720432478,6.239955949715792,2.7101672730366757,1.8457024576387804,1.0723914542060458,-1.789688130334878,1.5707146699633905,-0.10869950949805467,0.9288765042019885,-0.28282699467360395,0.5737649426137011,-0.2990669641795598,-0.1488687676480567,-0.06091372083618284,-1.440382583804623,-0.4183111201739747,-1.5183994479699499,1.2673624190946229,-0.04106189601927317,1.5153222941470745,0.44159125259756854,-0.008820398274270195,-1.698992687762904,0.6814791064052756,0.21683495565125074,-0.9709362786596778,-0.3997503645567721
01034,5.6,12.34,5.26,22.32,11.85,25.3,17.33,6.627865994249364,3.9898438154602704,4.467010482148756,5.12435049171813,4.705635373610606,6.063559789897553,3.1500273514348276,2.9337304888531035,2.3249717773140053,-0.9662816383858831,0.7758907237696572,-0.20706327454181167,0.2990525405001393,0.06352605420581463,0.4769703083659454,0.17341667484409748,-0.691052916887414,-0.6936334258534678,-0.25734231041390876,-0.7414469234476821,-1.132870188217123,0.025148505002042642,0.15064587216262212,1.1276617964677276,-0.7089503858368268,-0.27807086423213284,-1.6989944635209417,-0.32472888130692373,-0.7384373217577287,-0.2352631654398953,-0.9336573560678756
01041,6.73,15.71,3.85,14.74,7.05,29.81,22.110000000000007,7.547759527150673,2.3720446446450936,4.451406250891548,4.843498011562739,5.248389903583484,7.36976504004704,2.978951505154817,2.0443326700864675,1.2393604233523468,-0.7588868479835443,0.8803983520327118,0.23547952042460735,0.2588909210850667,-0.4249417789841955,-0.5787415636173048,-0.5799020472523374,0.2964374586366822,-0.8876347235725354,-0.490425363789071,0.09577486412509602,-2.306139616375596,-0.47849541073198865,-1.4038552904595476,0.5059278483293662,1.4257535106562953,0.10323369307245485,-1.6989944635209417,0.4362065047882746,0.2933031851273298,-1.6919850407288213,-0.7661004087982147
01043,3.17,17.43,6.72,27.11,10.27,19.1,16.19,9.268423689412115,1.7214336997643005,4.85685497495477,4.801559936282005,5.02088152737863,7.080822942432248,3.0002528129181765,2.245731755320242,0.7123856015866236,-1.9827148667312144,0.13578859462751947,1.52356554624916,-1.0411835252878772,-0.18906588679718442,-0.6730095040004085,1.3309622526210645,1.4504761835865645,0.6932290460964304,-0.03839405967055061,-0.20858913458707337,-2.4271873075974253,0.8494478966132126,0.7953084922254446,-1.210143007780929,-0.008870194418590235,0.11463622754700703,-1.6989891607496286,-0.056738364677591475,0.5283389424999898,0.5327364173043232,-0.2833227123299414
01049,5.2,13.31,5.74,22.24,9.21,22.42,21.869999999999997,8.388237791024531,2.109457520618609,5.3521084952475375,4.736096914312038,5.642609823348937,6.518722319698147,2.845025714527479,1.865392376017556,0.6311939252511374,-2.1493805592956736,1.0388392177701669,1.132506158265007,0.5127543336905569,0.890157365260331,-0.0402647097127666,0.3511925456302936,0.35712548486448564,-0.16910809589932108,-1.0264913859563654,0.522057153550862,-2.4202803258179437,-0.07850251267996355,1.1436852227588987,1.3820372172890376,-0.8815595331657552,1.1028030247002838,-1.6989944635209417,0.14321918447512247,0.14589092545861299,-0.482839168925801,-0.4523804293589632
01053,5.5,15.52,8.24,23.6,10.87,18.36,17.91,6.3830022480813895,4.071611681698348,3.9572788700671544,6.475023152913193,4.631952594730635,5.630489821112595,3.224466803299892,2.7990765068680807,1.8937369556424806,-1.54310018392517,1.9104900222557262,0.45217177628499056,1.5158288358191776,0.22383739203876796,0.09464907642769503,-0.08966003187187695,0.4292924143272404,-0.5162380089902172,-0.196354860106456,-0.6263037158894962,-2.3231747917152163,1.015782369272771,0.33002121468034973,0.11854032304053626,-0.9307828339575123,-0.01483334648786732,-1.474631705503693,0.22660860712455036,0.2227486288216447,0.22226518774832935,-0.6193073635762792
01062,0.86,18.05,6.88,22.64,13.18,18.62,19.769999999999996,9.195626359470285,1.8283221189904089,5.248817706713873,5.051430325120777,5.735215824701941,6.595032829153351,2.909049705389878,1.5804498960596522,0.19536090650090934,-0.5948945721114343,0.6505879751433605,0.5146577337895103,-0.5019400346244796,0.10965491473381635,-0.8872839202298514,-0.6610737161676362,-0.8145089584997519,-0.4961237248585938,-0.5772885467438694,-0.8273016088040089,-2.4266943104251455,0.5745294889974061,-1.1735400358303727,-2.000864154667843,-0.7640122648069542,-0.22916185311577741,-1.6989944635209417,-0.38485028025310397,-0.7459407079945306,-1.3465235025936968,-1.6842825261656413
01063,2.66,8.51,6.38,21.81,22.34,25.53,12.76,8.249261070226492,2.3484531383482636,4.216439393331432,3.8209610890116488,5.1602270908209045,5.787329407993853,4.970134328177584,2.1187701511556645,0.5781329059717971,-0.12846802415953465,0.5190871192778617,1.0390816334268715,-0.5123158926589241,0.36877137370030844,0.36872818469381075,-0.0952613192725356,1.6455465440233703,0.79119995685267,-0.5663593306542981,-0.23903216342421407,-2.4268718545147245,0.7747772006755955,-1.233345480282738,0.3250896891405511,0.12861424853757814,1.1141773496182874,-0.7602492770969212,-0.10978652434899637,0.5772328439915777,0.7807991844721113,-1.5042278705849392
01071,3.03,18.4,5.64,27.06,12.18,15.54,18.14,12.961233699188597,2.357539629348681,5.537219599828499,5.197451212410476,7.013840682252744,6.9165930096773875,2.0074255805753105,0.792988528807837,0.26571281210849956,-1.4235720166626875,0.940736390518942,0.44607007466907356,-0.5502447570088425,-0.7888148830422475,0.23746848443879076,0.17304348540516135,0.2250526100972108,-0.6952286076919049,-0.12503502372859682,-0.45887939884026513,-1.1837882804051159,1.9440169950324382,0.6928411123707052,1.5402735183152625,1.4024284555711266,2.098650279506307,-1.6989889524572457,0.3885536481435342,0.9276722651829182,0.08695462203978158,-1.302361273868167
01078,4.72,26.67,4.17,27.78,6.39,14.17,16.12,13.470815008781408,1.7249325487475606,5.196034361770715,3.8727664117872225,6.199395885089423,6.879330655627532,2.5908874834758766,1.7499313001885135,2.3693998155228355,-1.7370245627719718,0.0046769812619165685,0.15584832158160933,-2.0030928344703898,-1.0005088989327304,1.709446759902279,-1.1585657146224846,-1.0102771623735018,-2.4051907167495172,-1.1384501661167055,1.4359521027524562,-2.4268967560394046,1.510492525858749,-0.8265878723828851,-1.3225078540843482,-0.9776558701595037,0.4239330043235489,-1.6989944635209417,0.6420209153840848,0.5233210787567153,-0.16502159883425768,-1.5760337983990993
01103,2.18,20.39,7.04,26.94,11.17,17.72,14.570000000000002,13.48405088695265,1.9108041743119044,5.901309421657024,4.879970225738387,7.922674114845452,6.2397163705862715,1.578958672977581,0.9649112858384231,0.25555678819384064,-1.3286611839408944,0.7876723914295359,0.2541881919519316,-1.238682105280245,-1.3494749356387834,-1.5281859754112173,-0.6675200267909787,-0.2882296250897475,-1.4564527329732726,-1.4890079466137836,-1.365301699948636,0.23171570350638784,1.7535191692827294,0.8632391827105758,1.22401654622097,0.5976568345394432,1.7964989615860096,-1.6989944635209417,1.2862779084814462,0.7275130184273636,0.726905814666824,0.15712227422365319
01135,3.64,18.4,5.28,28.05,8.74,15.48,20.42,13.47743294786703,2.2966304170079,5.772819498816578,4.544104829838599,6.69164907651346,6.927406778380336,2.4005106820645286,0.8714299659368868,0.25472280422509325,-1.6856473759030688,0.47703989916012685,0.4033958130786012,-0.8429818050999955,-1.0461594473842906,0.4506875096914195,-0.31844333334746444,0.4535092711818441,-1.483069296613656,-2.108000696988535,-1.2108054343184533,-2.0637611565775345,1.6992601124081872,1.0443757338575121,0.4207953788525624,-0.845940666668762,1.3977351317855782,-1.6989944635209417,1.2734942227515753,1.050679310643433,-0.8090460445095768,0.6825307903575227
