insee,LFI_votes,EELV_votes,RE_coal_votes,BE_coal_votes,LR_votes,FF_coal_votes,RN_votes,others_votes,median_income,unemployment_ratio,pop_0_14,pop_15_29,pop_30_44,pop_45_59,pop_60_74,pop_75_89,pop_90,Facebook_srca,Instagram_srca,LinkedIn_srca,SnapChat_srca,Twitter_srca,Twitch_srca,TikTok_srca,NewsPaper_srca,Sports News_srca,DailyMotion_srca,NewsMag_srca,Google News_srca,TV5MONDE_srca,WhatsApp_srca,Apple iMessage_srca,Signal_srca,Discord_srca,Telegram_srca,Youtube_srca,Spotify_srca,CanalPlus_srca,Netflix_srca,Apple Music_srca,Disney+_srca,Apple Video_srca,Molotov TV_srca,Pluto TV_srca
01004,13.62,4.79,12.43,10.84,6.49,5.85,34.54,11.459999999999999,6.864113082642213,3.5645102509688025,4.713076296315547,6.42350530689256,5.116373922854335,5.6274671113467605,2.9384434611554338,2.197899240592858,1.1177451810631585,-1.2698955188330205,0.7479752386608127,-0.6054039108650677,0.12870250471857808,-0.48556202340583143,-0.17653674500969668,0.6672408157715988,-0.5807434308026777,0.023402407521689744,-0.1330368648086926,1.0731288779856325,-1.722753952493467,-3.827071910634803,-0.3769687871663222,1.1966007853087268,-0.6974254381783471,-0.09734133465222994,0.213580802184487,0.4888061395976448,-0.6920743573935851,-0.5320250436457965,0.028024493965065515,-0.9053832982782705,-0.05162050703190838,-0.581398874724099,-0.2238232432666898,-1.3170322913989894
01008,6.59,4.19,11.98,11.68,5.99,5.39,43.11,11.09,8.334541739311645,1.7865232204032846,4.459330830624286,5.257417962133702,5.777041554983447,7.739436618908257,2.912234861979812,1.2751597759970696,0.3586142898268654,-2.5357168586408103,-2.2071349932105013,-1.2719666669948668,-1.871609294621765,-0.8199143550796849,-0.8186550386521938,-1.0875119411673229,-1.0743206191426844,-0.7103060380344683,-0.758929908784605,-0.9960745923885002,-0.23148980428450125,-3.827071910634803,-1.6493984085348352,-1.0996422326178759,-1.5425139494199391,-0.731605161102685,0.8064554189400951,-1.172277894868716,-1.3848544876734292,0.3922709872387815,2.0368710886518038,-0.38666807751066257,-0.8620698843364563,1.0582517392150055,-0.8605649326375808,0.49222130854487645
01014,13.69,1.83,10.85,12.88,6.9,5.98,38.74,9.120000000000001,7.101790128440074,2.8080599057000972,4.475730073986216,4.717371228072177,4.886712900639855,6.6069360286578664,3.55540394496713,2.4189472494739364,1.3037579879485373,-1.253666498700873,-0.03661042170284523,0.2963077241560497,0.4244417791736645,-0.7427614653549132,-0.5820405851488263,0.15456042724379906,-1.082618879821092,-0.040413660242957734,-1.2879135485015656,-0.7626164652159148,-1.8411856646979081,-3.827071910634803,0.7023868642888214,-0.2635515961332934,-1.6576777395901092,-0.696149507579571,-0.20183027717693175,-0.10164052606525369,-1.8446957039547403,-0.09149926138012221,-0.7098931294505053,-0.7320007312510582,-0.23673283128459738,0.16875575945739826,-1.0282363112845758,-1.545977202777194
01030,9.46,3.72,10.14,16.22,7.43,2.7,40.54,9.799999999999999,7.681722120186854,2.236513427467561,4.733795205502924,5.096889755101563,5.938992011802214,6.92669724237379,2.9472577081328457,1.5216808704555649,0.6647255029153987,-0.7165835663215723,0.5418197729678443,1.5995040387603146,0.9214699853293732,-0.6122857789585747,-0.544871184750857,0.3386172904885359,-0.7235449548210339,-1.2265409592436285,0.2946113636421795,-0.5977087581891526,-1.712091145664136,-3.827071910634803,-0.7881159261062308,-1.0724092245569592,0.9494921116295678,0.7577296627625455,0.9656279671748847,-1.2672091458222088,-0.9198337081826101,-0.9487789891104698,-0.7878264993137775,0.41698057224204815,-1.0116966885852483,-1.3402408946443072,-1.4153498939785123,-1.2161535222838324
01031,15.06,3.62,7.13,12.57,6.68,6.23,38.84,9.85,6.512351054861379,3.3882354942527013,4.467067181912672,6.389126709345671,4.815609564501921,5.704749327834625,3.2892850496290906,2.379995428514536,0.6484106292974667,-1.760248601872138,-0.28970713583089397,0.3587370010666954,0.989519692922771,-0.21918292503049844,0.030400363245865553,1.0271732796263622,-1.7186126537712554,0.34345817510216836,-1.1526846130908417,-0.9564921502869357,-1.8411844143166278,-3.827071910634803,0.2425275139948967,0.24758455481323274,-1.2754184202964036,-0.008110418364500169,0.6014947908769978,0.680209296610262,-2.2925730106202518,-0.7485744609106336,-0.875180589421096,-1.2575501631297559,-1.2772583753860138,-1.2638038645520027,-1.844765854914458,-0.6815367494557969
01033,15.36,4.54,10.7,10.68,5.12,7.18,34.68,11.76,7.535946865430833,4.0475491493673115,5.010475667880192,5.314429832405754,5.726761109727663,6.385800438426551,2.7377612676750687,1.9520456349520654,0.8702878334152709,-1.6188445909611588,0.26749048920568036,-0.048356517750422975,0.7450027878080691,0.02873630787155116,-0.23247100096984458,0.5905048948187862,-1.2464839133900052,-0.6348315410534393,-1.1864341536124863,-0.3456079406300871,-0.5549107864633551,-3.8270573172188533,1.423997254619678,-0.7816608230639795,-0.22680919268821703,-0.5460872918669415,0.8405079338537065,0.2538000590139468,0.28689117570747513,-0.8213133049663107,-0.4557822999173944,0.36248519963899206,-0.02460066772995904,-1.081404802235836,-0.6716284022593425,-0.49470127047181084
01034,10.42,4.41,12.08,14.09,7.37,6.48,34.45,10.68,6.711999773331582,3.0371226584143693,4.1611579956788125,5.013660741707079,4.397601524715823,6.026320453371702,3.5598040692919386,3.163716855268254,2.3913205792276426,-0.5856230030406876,0.5273779346525329,-0.2191426916391776,-0.19714192594609165,0.09348725573650966,-0.18915984913513142,0.8776786263906692,-0.3489415148012976,0.040426819822612654,0.22285542337699032,-1.0096803364573295,-0.4387830078186522,-3.827071910634803,0.008367836342785208,-0.2369317042838133,-0.8386815902369738,-0.24933836665815423,0.40532817816761774,0.09549140498693945,-1.0457908132709657,-1.0963723695116867,0.2662570507721584,-0.5504672055191292,-0.29936187945690906,-1.4367342159855319,-1.5832984023171606,-1.888354284031899
01041,9.61,5.71,10.21,9.01,5.11,5.71,38.44,16.21,7.970103602421591,2.502849640838017,4.461418117262502,4.770170734905557,5.252342868197105,7.581499644650238,2.9303642598516793,2.094248433303858,1.2107012091161067,-1.5892865883534726,0.040558295927025916,-0.7071689860242456,-0.35944598031619873,-0.7588677362566526,-0.5542943414568986,-0.06206216546687027,-0.38913146815199223,0.08059707347945849,-0.40096646593324636,-1.293127606770476,-1.7565692001735655,-3.827071910634803,-0.3697518840004315,1.4665621561244815,-1.3648413155395238,-0.7539257672734085,0.06882415041087553,0.6786259418002559,-0.5387766947597277,-0.5533037724544961,0.4025078541121416,-0.385164921631094,0.060249869144529,-0.2084931909351401,-0.6051144176995407,-1.7474298124954337
01043,9.05,5.93,13.56,16.99,9.59,4.73,30.64,9.49,9.104615367696713,1.8121690888522122,4.851404318163555,4.713610349688621,5.010216462453953,7.280736824372711,2.976194652371428,2.319140272438458,0.6983157611882793,-1.9366811647459434,0.017872546675421017,1.2390844287253062,-0.006398178491763715,0.4737553881465715,-0.1704112479801782,-1.0005308310964693,-0.4730243347101648,0.9056238945016623,0.4026452912306147,0.8855543963709699,-1.841184866267723,-3.827071910634803,0.20833184938495994,0.5651653462848081,0.9378934933816065,0.9664972471831046,0.5703483795923949,-0.8181670893615702,0.23729296842343292,-0.5980359738099413,0.0795707859248732,-0.4546854347497175,0.1597181056497111,0.933607210050406,-0.6388253606358992,-1.8509579487131347
01049,8.88,4.25,12.29,13.35,7.51,5.08,38.24,10.39,8.486655048622275,2.221744101399898,5.420220087140039,4.666327641468949,5.666713368048478,6.689334326289166,2.7818822020081644,1.8924599954429961,0.6081580162065584,-1.8991122038407593,0.48270843773680333,0.5501589959552876,0.17002174819671292,-0.29819024271809913,0.06887607997490801,-0.5344168581796601,-1.2552710409056231,0.14576849267689532,-0.5088170929757095,-0.22759702535991166,-1.8356635401266668,-3.1028916536199587,-0.5890349209514872,0.7811379941621741,-1.0571894070307268,0.4131029250858807,-0.13538384047152802,-0.8053585019874537,-0.6833728756968673,-0.27139348057369983,1.3091300222249722,-0.21348411668763698,-0.7533677425372561,-1.8396348510894471,-0.10239287747845333,-1.3833749151812287
01053,14.06,5.69,16.52,13.82,7.71,5.6,25.28,11.34,6.404604127433016,3.785016994783295,4.016220147524981,6.284706175183439,4.713899707593699,5.67693649926554,3.180119044872409,2.9229168131027135,1.737760915001015,-1.315630060300804,1.4522764075631949,0.2345128264321722,0.4868198413027168,0.4637012135291734,-0.3840888248951238,0.9670224964738525,0.07038415328136656,0.2645004936138822,0.03297884716763498,-0.6641192381139259,0.11353342942333276,-1.904518177174669,-0.2756183643542774,-0.21604688866385677,-0.7240284988163325,1.1286202574432895,0.055622468776702995,-1.4710069618728918,-0.3537105457027013,-0.23806236228447317,-0.6027445054301307,-0.06503603181972573,-0.15869454496415322,-1.1708573814874188,-1.4072527560984662,-0.8678777094444081
