insee,LFI_votes,EELV_votes,EdE_coal_votes,Ren_coal_votes,LR-LC_votes,RN_votes,others_votes,median_income,unemployment_ratio,pop_0_14,pop_15_29,pop_30_44,pop_45_59,pop_60_74,pop_75_89,pop_90,Facebook_srca,Instagram_srca,LinkedIn_srca,SnapChat_srca,Twitter_srca,Twitch_srca,NewsPaper_srca,Sports News_srca,DailyMotion_srca,NewsMag_srca,Google News_srca,TV5MONDE_srca,WhatsApp_srca,Apple iMessage_srca,Telegram_srca,Youtube_srca,Spotify_srca,CanalPlus_srca,Netflix_srca,Apple Music_srca,Apple Video_srca,Molotov TV_srca
01004,7.76,11.91,5.82,18.36,9.3,25.97,20.9,6.7866965323042665,3.6876145378677774,4.621283600246421,6.835007355898617,5.330696886115473,5.2395127403317,2.8671048267044115,2.0698108133874302,1.2638368134060163,-0.622019570280953,1.3055835826899578,-0.22233314935820087,0.6415962188496971,-0.18186671126628653,0.24612322108279588,-0.563453461222041,0.10746212643079088,-0.37844899371261825,-0.2003820064728717,0.5225417451288783,-2.113174396340323,0.31402782622871817,0.27726677970779195,0.08863099495780678,-0.4323439745305729,-0.5023648745345013,-1.6627720955469154,0.4462842687034196,-0.03354151830535681,-1.0248314442893163,-0.2971908454304751
01008,5.47,16.72,6.75,17.36,8.68,23.79,21.2,8.421327486452636,1.7038245398485221,4.454938449036495,5.353467032365208,5.765855343447875,7.520255234949932,2.9464669037340583,1.2367766523102959,0.36696749921166966,-0.6738198453907499,0.15546239189448904,-0.45566215061936083,-0.6171557346414989,-0.7186169915705953,0.09864646702115953,-0.30311665733832277,-0.5226320961649891,-0.8242229638279948,-0.7812219301503358,-0.990883340448564,-1.5172630360899033,-0.04653517936231798,0.5552728602865664,0.29728777426128067,0.33636675685643574,-0.2315960220243201,-1.6627720955469154,0.0836037988764247,-0.07351790816918,-0.6399628212455094,-0.22618301739255348
01014,6.81,11.78,4.62,21.13,10.85,26.79,18.0,7.10104863887126,3.3257093327904523,4.567904147816928,4.510529564208883,5.087891786236936,6.4241535041146145,4.007240330703095,1.772889523906781,1.2216635991419762,-0.38634717329179197,1.6116750329704235,0.4704180348169783,1.0038959682112178,-0.46325614254544806,-0.9995733088420276,-0.7563222047233608,2.039197941197817,0.07426703298133604,-0.2534904939545139,0.19549568224777264,-2.1131877695649313,0.9175680684398424,-0.6768889645546317,-0.5087448540672933,-0.5614665942016336,0.584962487831962,-0.567167053988346,-1.0037331244388568,0.7342932880108191,-0.30187766043745295,-0.2559074956516347
01030,2.05,15.57,3.28,19.67,15.98,29.92,13.530000000000001,7.607320978921262,2.123487166816772,4.920359674466891,5.188874388991555,5.99157525343361,6.6493445886538005,2.8794501976020945,1.4196681582695594,0.6624747139065904,-0.4989213552819837,0.043219310164352404,1.6352032552042863,-0.210901667789967,-1.3449540639756818,-0.534539831614822,-0.154618176711284,0.5734193634276674,0.1130483523748272,0.8982634497813374,-0.6876744081350241,-2.1127939067120294,-0.07599330580107598,0.3150298738951887,0.5379413192600627,-1.328335787510969,-0.40557390281202277,-1.6627720955469154,-0.42628737680233963,0.6643888663465577,0.1670995890061027,-1.233910545522429
01031,6.34,8.02,2.98,19.28,14.36,29.62,19.41,6.475653395280083,3.539279735411803,5.02310197061835,5.878856017155635,5.340024446331129,5.646080966784971,3.2472379904944573,1.7299629279358726,0.6771809180603665,-0.32888219667589896,1.854378001850258,0.9272859417409252,0.9228420888346119,-0.10190156854699618,0.04610548539017253,-0.6846207618608078,1.832254808678136,-0.17568279677173254,-0.5085604851776071,-0.11117202511699387,-2.1131327821029484,0.6992207088116413,-0.703085710883453,0.4141568265557649,-0.31337033523621316,-0.5517347887160907,-1.6627720955469154,-0.07319028707121832,-0.45091046038197014,-0.9522831005426527,-1.9508623006995434
01033,6.49,13.71,5.15,19.95,9.09,26.27,19.35,7.425327654066686,3.9158588321626495,4.9511716807463575,5.613162407413925,5.642752720432478,6.239955949715792,2.7101672730366757,1.8457024576387804,1.0723914542060458,-1.5614896184069111,1.6243647791592093,-0.184686722409129,0.9717079884379284,-0.2242362753396585,0.3217597557909089,-0.4744667125506669,-0.38300838848056795,-0.022251001116950376,-0.2994883049613634,-0.6808126968084866,-0.2944559138313997,1.3945756537492746,-0.6150654767070884,1.2203181029774341,0.9797889033120832,0.4109130172967736,-1.6333764193811975,0.384896336694778,-0.08667741382669089,-0.3439522598336378,-0.1523117418410911
01034,5.6,12.34,5.26,22.32,11.85,25.3,17.33,6.627865994249364,3.9898438154602704,4.467010482148756,5.12435049171813,4.705635373610606,6.063559789897553,3.1500273514348276,2.9337304888531035,2.3249717773140053,-0.8884373961989539,1.039652798808556,-0.18209835306099692,0.2759580355791238,-0.041718302116561023,0.2716477280043593,0.0657366955158179,-0.8021276419881231,-0.5773949928537434,-0.47132968899448097,-0.9244921959835097,-1.3819440366725526,0.24657484416430467,-0.42767050467636925,1.6236811551137524,-0.46553158743826245,0.6793684707418652,-1.6627720955469154,-0.2887552132547158,-0.7002253107146614,-1.152925252151805,-0.9239547516831343
01041,6.73,15.71,3.85,14.74,7.05,29.81,22.110000000000007,7.547759527150673,2.3720446446450936,4.451406250891548,4.843498011562739,5.248389903583484,7.36976504004704,2.978951505154817,2.0443326700864675,1.2393604233523468,-0.6680689169532668,0.7484635466793685,0.08040530435846034,-0.26841389668395627,-0.5659406423487076,0.5928525615586882,-0.3381704259481346,0.3156456846934824,-0.3245264992511978,0.08356605848917716,-0.47102627500510447,-2.058808930470399,0.5421413645661363,-1.361950565316477,-0.18033726243900544,1.1284086336505357,-0.5252186367176973,-1.6627720955469154,0.8585378113278673,0.563676133924695,-0.612846220909323,-0.1268666047778288
01043,3.17,17.43,6.72,27.11,10.27,19.1,16.19,9.268423689412115,1.7214336997643005,4.85685497495477,4.801559936282005,5.02088152737863,7.080822942432248,3.0002528129181765,2.245731755320242,0.7123856015866236,-1.9913074969268665,0.21632617565424186,1.583805303792015,-0.8965715204163788,-0.14665299162402964,-0.5152541826173556,1.348470780673829,1.205937487287975,1.1510928885838618,0.1863919391934712,-0.04038146327049347,-2.1131291011997493,0.9048032176511734,0.47209204252163756,0.40589957851891567,0.22538560029486446,0.16526164039170144,-1.6611754368847402,-0.18952605010664805,0.3261633645780703,0.4027880134149924,-0.26198471528812844
01049,5.2,13.31,5.74,22.24,9.21,22.42,21.869999999999997,8.388237791024531,2.109457520618609,5.3521084952475375,4.736096914312038,5.642609823348937,6.518722319698147,2.845025714527479,1.865392376017556,0.6311939252511374,-2.7250802736703155,0.6367977173511389,0.9641741155890279,-0.22056070761390206,0.6807898010791209,0.22247042496198471,0.14744180248210031,0.023310245656313067,0.23139453268391982,-1.5394444323525396,0.07641595669176683,-2.1100282847676355,0.1836306218428207,0.835877002529677,1.3262786254471528,-1.1010467549206773,0.6142833199271976,-1.6627720955469154,0.2159588361877319,0.41825587388551383,-0.6274915869025729,-1.2160864323181648
